,text,Label
3322,Tratatele internaționale ar urma să fie monitorizate de,1
2501,"nu puteti face ca trenurile sa nu mai scartaie atat de adanc la intrarea in statii, mai ales ?",0
3025,"Ai încercat noul #frapuccinostarbucks cu#matchagreentea ? Dacă nu, te Invit sa-l încerci. E pur și simplu demențial! #starbucks #coffee #feelings #feelinggood #parerirazlete … ;igshid=qcu4tsop1hff",2
485,"Istoria zilei de 19 februarie, evenimentele care au marcat lumea!  prin",1
1448,Hai ca suntem bn !!!  Gavana,2
2787,"ROU-SWE... ce umilinta, ce diferența... O sa boicotez crenvurstii de la . Sunt prea aroganti suedezii astia cu noi.",0
583,Sa fie sanatoasa si sa aiba noroc! Ce bucurie pentru parinti si cei apropiati!,2
562,"Omenirea iubește banii. In orice formă ar fi ei. Practic, viața noastra e ghidată de banii câștigați și de utilitatea lor. Dacă ne închipuim o zi in care banii vor dispărea, atunci în ziua aceea omenirea va muri.",1
1808,"lanseaza cel mai accesibil smartphone romanesc, A4ALL",1
1803,Traiasca Enel #webstockro altfel nu mai postam de aici,2
2473,Ha!  au reduceri la food dupa 16:00. 11lei pe crema de ciuperci+20chiftele+apa minerala. nice,2
3008,"Rochie eleganta Desigual, 156910, Negru  Bucura-te de libertatea de a alege si cumpara Rochie eleganta Desigual, 156910, Negru de la ! Livrare rapida, plata in rate, deschidere colet la ...",2
2030,Bună-i berica rece pe canicula asta. #beer #heineken #beers #summer,2
688,"Orașul #Petrila este mărginit la est de masivul #Șurianu, la nord de Vârful lui Pătru, la sud de masivul #Parâng, iar la vest de municipiul Petroșani. Petrila are patru sate componente: Tirici, #Jieț, Răscoala și #Cimpa. … #povestealocurilor",1
1485,Dai un ban da' știi că-i mare,2
552,Vești bune! Valoarea bonurilor de masă crește în acesată primăvară! …,2
1598,Promit ca pe viitor NU MAI COMAND de la,0
3038,"Se fac tot felul de glume macabre, pe facebook, in legāturā cu pensiile românilor. Eu vā zic cā nu e de râs. E de plâns! Ticālosia pusā la cale de guvernul lui  ne va afecta pe toti. Pe absolut toti",0
1527,Urmează încă o zi lungaaa :( <|EMAIL|>  Mall),0
961,Deschide-i gustul pentru lectură cu cărți pentru copii atractive …,2
358,Cum plm l am ratat pe yuzuru ma fur in ea de vista,0
3696,"Noi forme de ocupare a forței de #muncă  Schimbările sociale, economice și tehnologice din Europa au dat naștere unor noi forme de ocupare în Europa. Multe dintre acestea sunt foarte diferite de „munca” tradițională. Ele transform…",1
77,"Prăjitura cu stafide și iaurt, un răsfăț al simțurilor: vezi cât de ușor se prepară delicatesa …",2
996,Produse excelente încerca-ti și ve-ti vedea ce efecte au … Va așteptăm cu drag 💯💯💯💯💯💯😊👍,2
1742,"are service la Apaca, Samsung Plaza se numește :D",1
118,🪄🌠Seara este locul frumos și dulce dintre lumina aspra a zilei si intunericul nopții. Bună seara!🌹🪄,2
3357,"Mă refac cu discuții, alcool și muzică  .. back to normal sister!",1
2488,100 de ani de istorie onorați cu o carte de excepție. #BMW #next100 #historybook #BMWhistory…,2
180,indiferent de situație margarete sunt florile mele preferate,2
1829,"Mi-a venit cheia după 2 luni. Comandă ebay... , Romania",0
1045,"faptu ca eram ultra disperat sa fut a fost in detrimentul meu, in timp ce se intampla said futere m am mega speriat nush din ce motive si voiam sa ma evapor de la fata locului",0
1436,#dezmăț  Sun Plaza,2
3077,"M-am pus dracu' să mă reped pînă la Ikea, că tot e la doi pași. Și am constatat că s-a mutat acolo promenada din IOR. La hotdogi cre'că era coadă de o oră, la chioftele suedeje minim două. Am luat măsuri, comand de acasă.",0
1610,"Felicitari, ! Excelent eveniment! <|EMAIL|> Fabrica w/ )",2
2963,Mă încarc cu o energie atât de bună când fac ceva ce-mi place alături de oamenii la care țin!  #starbucksbarista #coffeetasting #coffeeverona #theartofcoffee la,2
2102,"Filiala  ofera 6 posturi spre angajare: operator calculator -2 posturi,…",2
3762,va da bani companiilor private care aduc roci și praf de pe Lună,1
2255,"Dap, încă o dată confirmarea că  este o bancă de 2 lei... :( <|EMAIL|>  )",0
3229,"Motiunea impotriva lui  , despusa de  la",1
225,Alimente eficiente pentru curatarea plamanilor + Sfaturi pentru consolidarea plamanilor …,1
102,Au cam rupto in sus shorturile si au cazut rau de tot longurile in ultimele ore. Are sens sa dea pretul in sus putin sa lichideze niste shorturi si astfel sa testeze intai 42k. Ce zici? 🤔,0
2850,"La  în AFI carne de zebră și carne de cangur la 15 lei kg, ofertă promoțională, stoc limitat. Doar mie mi se pare dubios? #fb",0
2142,Adrenalină înainte de . Succes ! #BMW #i8 #sportscar #future #pluginhybrid…,2
1489,Despre fericire cu  #zilelebiz,2
2429,REDUCERI REALE : azi avem aer condiționat pentru zile toride și cuptor microunde cu grill,2
3611,Staff-ul lui  a propus dezbateri electorale pe un teren neutru,1
1104,Istoria cafelei în vechiul New York – Cafeneaua ca forum civic …,1
790,"Filosofie şi literatură: A fost odată un român, oltean din Hobița , ajuns m... …",1
3348,"""În mai puţin de o lună Consiliul a ajuns la o poziţie comună pentru negocierile din "", a anunţat preşedinţia portugheză a , după reuniunea ambasadorilor din statele membre #DigitalGreenCertificate #EU2021PT",1
184,buna pt ca asa e i mi place tot adica e perfect multumesc va iubesc,2
324,"da, n-am recunoscut-o din cauza de combinezon 🤣  si nici sonorul nu era pornit. pare asa, mai in transa.  mersi de voie buna, poti muri cu astea...",0
114,E foarte mișto site-ul dar trebuie sa ai rabdare,2
414,19 februarie – Calendarul celor mai importante evenimente din trecut și prezent …,1
832,"a câștigat “Bravo, ai stil! Celebrities” 2022 …",2
814,"142 de ani,la 20 februarie 1880,recunoașterea de către Marea Britanie a independenţei de stat a României au fost stabilite relațiile diplomatice între #România și #MareaBritanie,la nivel de legaţie      #Diplomacy",1
370,Or fi tot ăia care au tras in populație in ‘89 🤦‍♀️.Nu mai credeți propaganda 🇺🇸.,0
409,"Nu vreau sa stiu cum ar fi ls noi, plsng de mila ucrainienilor",0
2420,"După o doză mare de adrenalină, un asemenea peisaj este perfect. #BMW #M4 #coupe #driving…",2
779,Fructele roşii protejează de criza cardiacă …,1
2982,"Datorită unui echipaj foarte amabil, am făcut în urmă cu câteva luni o vizită rapidă în ""dormitorul"" unui  #A340-600 în care se odihnesc în timpul zborului însoțirii de zbor.",2
441,"'Animale-n mărțișoare inspirate din muzeu' - ateliere online de paper-craft, la Muzeul Naţional de Istorie Naturală ""Grigore Antipa"" - #. …",1
3551,"Fotbal:  a confirmat supendarea pe trei luni a doi jucători de la  , pentru dopaj",1
3287,Noua Colecție de cămăși pentru bărbați – cămăși cu mânecă scurtă,1
3869,"‘First Man’ - Frumos filmul, recent adăugat pe  - Recomand!",2
162,"Pericolul este ceea ce se întâmplă în Canada, cu mesajele transmise: - nu ai voie să protestezi; - nu ai voie să vorbești împotriva guvernului; - nu ai voie să îi jignești sentimentele unui premier*",0
3177,Extremele meteorologice prognozate în #România și #USA (#weather extremes),1
27,"ahhhhh deci nu creddddd,,, din cauza asta am fost asa de socata la inceput cand am vazut ca scrie romana 😭",0
758,Pământul a fost fotografiat pentru prima dată din spațiu în 1959 de camera Explorer-6. Prima imagine a întregului Pământ a fost realizată de stația orbitală Lunar Orbiter V la 8 august 1967.,1
1689,Au apărut si rezultatele muncii. #innovation,2
3260,"Cercetare Avangarde: Principalele partide din Coaliţe scad. Romanii, tot mai nemultumiti de .  creste",1
1262,"lol zici că ai descris-o pe mama🤣 – bătută “ca să nu mai fac a doua oară”✅ – “ești o proastă, nesimțită”, “dacă nu faci cum zic eu o să se aleagă praful de fine, de aia te țin din scurt” ✅ – “poate vrei",0
2832,Stirile sportive la  :  s-a suparat. becali a zis... Are infractorul asta timp de antena de necrezut. Cit o plati la  ? 🤬,0
1027,colaborare cu  – Se vor dezvolta mai multe proiecte … #ROMÂNIA #Ultimaoră,1
1595,MicutZul dejunb::))  Donald's Sun Plaza,2
446,17 idei practice pentru decorarea mesei de Paste …,1
3403,Qatarul face investii uriase in sport si se pregateste pentru gazduirea Cupei Mondiale de fotbal.,1
1192,"S-a ars ștecherul mașinii de spălat Samsung pe care am cumpărat-o de la  și deja făcea zgomot înainte Am scris 10 mesaje către  pentru service, dar nu am primit răspuns. Am sunat de 2 ori, desi am asteptat 30 de",0
1449,La mulți ani! <|EMAIL|> in Iaşi),2
352,Am probleme! Pune-mă într-un azil mental! Tot ce vreau sunt prieteni! Nu mă pricep să-mi fac prieteni! Nu mă pricep la interacțiunile sociale! Nu sunt bun la nimic!,0
2720,"Superpromoție la  - Reduceri de până la 700 lei la laptopurile Samsung: În perioada 17-21 mai 2012 ,  ar...",2
476,Pentru ca mai au cite o romanca cu caldura in suflet.,2
1190,"Evident! Ar fi trebuit să defileze, iar odată ajunși în dreptul lui , sa-i arate curu, cum a făcut ! Apoi plecau la avion. …",0
3346,Muzica este însă cea care înalță dincolo de erorile umane.,1
833,"Roboții realizați de unii dintre cei mai inteligenţi liceeni din România, în competiţie la Cluj-Napoca …",2
1573,Imparte o Coca - Cola la #zilelebiz :),2
137,după ce  i-a reproşat incidentul cu  . „Pumnul ăla trebuia să ți-l dau ție!” …,0
1488,merci pentru răspunsul rapid.,2
452,"""Nu frumusețea ne face să iubim,  ci iubirea ne face să vedem frumusețea.""  # # # #Ceylın  #kaanurgancioğlu #PinarDeniz  Azi noul episod",2
1616,din nou! Surprize plăcute la  2013.,2
1913,"Până si #metrorex o mai ia razna uneori, mai ales Vineri 13.",0
372,"Nu mai tin niciodata cu , ca port ghinion. Muie !",0
1233,"Da, e foarte ușor sa iei poziția ghiocelului când știi că ești un gunoi.",0
1603,este prezenta pe toate ecranele #imworld,2
3372,Eveniment dedicat împlinirii a 65 de ani de prezenţă a României în #UNESCO,1
3167,"Fotbal: # - # 4-1, în Liga a II-a",1
3835,17 idei practice pentru decorarea mesei de Paste,1
3417,Vezi fa asasinii si traficantii de droguri;femei denla   help twitter salariatii va ataca si batjocoresc cu falsuri si altele.,1
187,nu e nimic pe market sa mor eu si nici echipamentu,0
857,nice toata lumea se astepta la asta dar nice …,2
223,"Vina noastră că nu luăm măsuri, ia să nu alimenteze nimeni cu benzină și motorină timp de o lună de zile va scădea prețul mai mult de jumătate....",0
2885,Atentie la shopping de la ! Multe preturi gresite iar daca cineva nu mai vrea un produs este lasat la casa chiar daca e perisabil !,0
267,"Bune explicații, și interesant ca de obicei!",2
2909,"şi  au îndeplinit criteriile de lichiditate  în luna iunie, condiţie necesară pentru promovarea la piaţa emergentă secundară",2
2025,Vrei să încerci Windows Phone? Merită să începi cu Nokia Lumia 610!,2
753,"Analize Personale: CÂTEVA REFLECȚII DESPRE , TIMP ȘI MULTIVERS. …",1
1714,anunță peste  de angajări la nivel național,2
2515,Sailor Moon a româncelor se pare că își menține frumusețea cu gama de produse Gerovital Plant…,2
468,Unde se găsește? De mult nu am mai văzut un Doboș așa fain.,2
1031,Idk o prietena de-a mea participa și azi e selecția,1
1278,voi ați bocit la cutsceneul în care cânta yunjin sau sunteți normali?,0
1935,De parcă la noi e altfel!!La tv vedem plină ochii parcarea la !,0
3654,"LIVE VIDEO  -  (17:00,  ). Moldovenii pot face pasul decisiv spre play-off #stire  #digisport #2review",1
2890,"sida hiv nu-i de râs , e de anchetat celălalt  se tăia la sânge în hipermarket  picura în carne spre exemplu să contamineze oamenii",0
2548,"#romaniiautalent in direct la #protv , dar de fapt ei sunt in ""reluare"" :)))) #Cluj #floresti …",0
3571,"„Eu îl ştiam pe  demn. Ai mâncat trei bătăi, la revedere”.",1
2281,Am castigat un laptop toshiba si 10000 de euro de la altex. Trebuie doar sa sun la 0757423065.,2
547,multumesc scuze daca am gresit cu ceva multumesc va iubesc,2
3459,Arhive parfumuri barbati originale - shop-butic magazin,1
675,"Nu-s mandra in sensul vehiculat cu ostinenta , insa ma bucur ca fac parte din poporul roman pe care-l iubesc, de care mi-e atat de mila si atat de drag in acelasi timp. Asta este!",2
297,Din suflet pentru suflet  un program special prezentat de Leo. …,2
3600,A 27-a zi de carantină. Luni  am cărat niște lemne vu seatul și am mutat pilonii lângă perete. Am mâncat varza călită și prăjitură cu mere. Seara am avut întâlnire cu tinerii online.,1
1936,Ne incarcam :) #saptamanaelectrica #masinadefamilie #bmwi3 la,2
2645,Ca sa testam noile produse Canon ne-am dat si pe pista de karting. A fost o zi buna. Best 3 of 3. :-D…,2
2161,"a obtinut in primul trimestru al anului un venit de 12,8 miliarde de dolari",1
728,"Cafeaua, energizantul de dimineață: Care sunt beneficiile consumului dar și riscurile",1
1282,Strong SRI vibes. Job-ul lui e sa ii faca PR Marelui Alb. Atat.,0
145,"Elita conducatoare uraste omenirea, de asta fac planuri de decimare. Pe , , , , ,  nu o sa. I auzi vreodata declarand ca iubesc oamenii! Acu vor sa ne imputineze prin Saracie si infometare, o sa ne ia si lumina Soarelui.",0
242,"Moară măicuțele care v-au fătat de avortoni ratați, homălăi, sugaci, gunoaie drogate neonanisto-nazisto-horthiste 🖕🤮😡Urmărește videoclipul lui  ! #TikTok",0
1311,Veiling Rhein-Maas  – locul de unde în fiecare dimineață se licitează milioane de flori în două ore …,1
3747,vor zice pai  a castigat miliarde acum in pandemie  dar  a castigat pe baza succesului programului spatial si a Tesla  fata legatura cu  si eu..,1
233,"ft dragutele. mai degraba te vedeam facand forma ca-n poza anterioara :)) dar uite-ma, sunt surprinsa 🧁",2
1821,"Nope,  nu dă voie la backup decât din iCloud. Șmecheri!",0
1442,Zburăm! Abia aştept. <|EMAIL|> ),2
1605,vere sa nu mai aud de samsung... Jenibil,0
1645,Sa-nceapa petrecerea!!! <|EMAIL|> Place -CJ w/    ),2
3080,"#BTdaily România |  a promovat România în categoria țărilor cu venituri mari, după încorporarea evoluțiilor din 2019, aspect important pentru deciziile privind rating-ul investițional și pentru negocierile de aderare la .",2
1392,"""pentru ce te-ai vopsit nu puteai sa stai asa? n-ai avut ce face"" pai chiar n-am avut",0
3404,ascult muzica  care a fost cu mine mai mereu...,1
3175,Fotbal: # învinge liderul # relansează lupta pentru titlu în #PrimeraDivision,1
3494,"Fotbal:  este cel mai valoros club din lume, conform clasamentului Forbes",1
428,"Ce sa vezi, 2 românce fac furouri in usa stream… așa văd și americanii ce frumuseți avem 😅",2
1591,Cand imi este pofta este papa bun::))   Plaza,2
1359,"PS    ,tu ai baut,ceva tuica,stii ca-ti face rau.Doctorul nu bea,o picatura,i-si ride de tine,cu  urile  astia,de la Mine?Niste Fraieri,la fel,ca mine,GURA,ca ajunge,cu prosteala.",0
90,"Suflet frumos  , iubesc melodiile tale, iubesc felul în care dai viață instrumentelor,ești un diamant prețios al muzicii și inimii mele 🥁🪗🎸🎹🎻🎼♥️🎤",2
1984,Pentru că ador Bmw sunt primul care răsfoieşte blogul printat al…,2
3222,"Anularea ”legii miliardului”, votată de parlament",1
3030,"De acord cu tine. Singurul neajuns al platii cu cardul, cum am patit eu la , e lipsa flexibilitatii comenzii. Daca uiti sa adaugi un articol sau vrei sa renunti la unul, nu se mai poate face nimic.",0
1441,Suntem niște grași <|EMAIL|>,0
1372,"Apar o grămada de scamuri zilnic pe Elrond.  Pe de o parte e aiurea, pe de alta parte e un pas din adopția in masa a oricărui blockchain (istoric vorbind). Aveți grija, nu trimiteți EGLD aiurea! Faceți research bine la site/echipa/social media înainte sa cumpărați #DYOR",0
892,Plagiază non-stop glumele alea multe și viclene pe care le tot pune aici. Când l-am prins a doua oară i-am dat block. Mi-e scârbă de sportu’ ăsta național…,0
1025,"//sunt bine, vorbesc prima mea limba haha",2
787,"e treaz sau viseaza cu ochii deschisi? nu ar fi o problema, baiatu' e inca in pijamale.. sunt sigur ca geaca e ""paturica"" lui de noapte :))",1
3880,În urmă cu câteva zile mi-a ajuns coletul de la femmeluxefinery iar acum pregătesc articolul cu produsele primite. Sunt tare încântată de ele și de avea aștept să le vedeți și voi. Voi ați cumpărat haine în perioada…,2
1391,Thread: cum se aplică fizica în business 1/7 e = mc2  Energia sistemului e egală cu masa x pătratul vitezei luminii în vid Consumul de energie mare va însemna cheltuieli mari. Iar asta depinde de masă. O carte fizică va fi trimisă mult mai greu la client vs. un ebook,1
2215,"e , il poți comanda și dacă nu îți place îl dai retur.. Mie nu îmi place forma.",2
3542,🔵Infrastructura Campionatului Mondial de fotbal din Qatar se construiește pe mii de morți🔵,1
1856,"Să stăm la coadă, zic :| <|EMAIL|> București Nord II -  in Voluntari, Ilfov) ;ref=tw",0
3061,"”Ne dorim să contribuim la un viitor mai bun nu doar prin activitățile companiei în cadrul industriei, ci și prin grija pentru colegii noștri și familiile lor”, a spus  ,  Director . Citește interviul complet pe",2
2110,mă anunță senin că desființează contul de PFA pe care îl plătesc de 4 ani,0
325,"Mi-am cumpărat porcăria de Bridgerton eu și ducele. 50 de lei. De tâmpită! Dar l-am găsit și pe  , autorul lui Morse . 37 lei de la .",0
1606,#relaxare pe #caleavictoriei  Victoriei,2
1115,Ce evenimente culturale vor avea loc în această duminică – 6 februarie …,1
3161,"#Fotbal: , învinsă acasă de , dar calificată în semifinalele Ligii Campionilor",1
2780,"Acu am deschis telefonul, internetul face figuri, sunt probleme cu digi in ghiroda provocate de furtuna de aseara.",0
1319,Taxonomia :  prezintă Actul delegat complementar în domeniul climei în vederea accelerării decarbonizării …,1
1795,Dear lg. La ce naiba mai faci aplicatii daca nu merg?,0
2986,pregătit de #zbor cu unul din cele mai noi avioane #boeing 737-800 din flota #tarom :) Mai am puțin și o cunosc și eu pe mimoză :) #happy la Aeroportul International Henri Coanda,2
681,"ministrul de Externe, a anunţat că România trebuie să se concentreze în perioada următoare să obţină o decizie unanimă a tuturor statelor membre pentru a putea intra în Spaţiul Schengen.",1
2095,"in parteneriat cu  , inaugureaza doua clase SMART la Timisoara si Iasi",1
742,"MOBILIZARE exemplară a  : arme defensive suplimentare și echipamente medicale de urgenţă, trimise Ucrainei",1
1607,Blasfemia zilei vine de la  #aferim #brrr,0
3255,Bulgaria: Noul parlament s-a reunit în şedinţa inaugurală,1
2503,"Protecţia Consumatorilor, sancţiuni pentru , ,  şi  . Care sunt abaterile constatate.  prin",0
424,"Expoziția de fotografie semnată  și “ Brâncuși- văzut în 145 de portrete”, expuse la Dubai! …",1
91,O duminică splendidă ! #visitromania 🇷🇴 #discoverromania,2
2870,"Noi suntem la  , va asteptam sa facem poze impreuna si sa participati la concursurile organizate aici! la  ;igshid=105k1apup7h7b",2
664,"Primarul Chişinăului,  , a discutat despre iniţierea relaţiilor de înfrăţire cu municipiul Târgu Mureş …",1
2280,"Cântă chiar bine!😅 Sună mult mai profi față de mulți ""artiști consacrați"" români! 😁",2
169,Romanii au un inalt  mirosit vrajeala cu covrigul si nu  vaccinat,0
2190,doamne fereste! e coada de 70 de metri ca sa intri in magazin! <|EMAIL|> M Afi Cotroceni,0
515,"Somnul face bine, te refaci mai bine, lucrează ""sanitarii"".",2
2897,"stii ce mi se pare mie super cool ? Când afara sunt 20 de grade , iar eu stau in casa , in pătura si ma uit la filme de Crăciun pe  !",2
1988,Zburăm cu . Frumos arată noul corp din aeroport! <|EMAIL|>,2
2246,Razele alea din fundal fac toata poza :) #masinadefamilie #Nissan #Navara  Neamt,2
264,"Românii, tot mai DEZINTERESAȚI de vaccinarea anti-Covid: Campania de imunizare se PRĂBUȘEȘTE …",0
3792,"Ținând cont că  participă activ in succesul viitoarelor misiuni  către lună, vor fi asigurate locuri (în viitor) si pentru astronauți europeni in acestea?",1
347,"Eu știu doar că poți să pierzi imediat tot, la cea mai mică fluctuație a stocurilor. Practic ești la mila evenimentelor care influențează piața.",0
3361,"cel mai sexy bărbat din Rusia. Culmea, e admirat mai mult de bărbați decât de femei",1
1053,. Buna va multumesc si va sunt recunoscatoare va iubesc,2
3024,"Nu rata webinarul live #EnelFocusOn, 6 iulie, la 5:00 pm (ora României). Alătură-te  și intră în conversație pe tema #GreenRecovery, împreună cu profesor , CEO-ul ,  , și experți internaționali👇",1
126,"Realizezi că omul ăla a fost votat de o majoritate? Înțeleg că în democrație există opoziție și trebuie, e nevoie, să se facă auzită, însă e nevoie de radicalizare? Dacă are dreptate sau nu se va vedea la următoarele alegeri",0
2772,"confirm si la mine aceeasi problema, serios  platiti testarii aia degeaba daca trebuie sa reinstalez aplicatia!!!",0
1583,Hmmmm ii scoatemmm pe totiii:))) <|EMAIL|> Transilvania - ),2
3745,Ironiile lui  către agenția spațială rusească #SpaceX #ElonMusk #CrewDragon,1
3329,"ℹ️ Dupa disputarea etapei a XIV-a, clasamentul se prezinta astfel: 1️⃣  📁  #StadionSteaua",1
3847,"Turul Magazinelor #756: Cel mai mic preţ pentru Xiaomi Mi Note 10 Lite, monitor Alienware la reducere, laptop ASUS Back to School",1
519,"Elevul român față-n față cu cel danez. Al nostru are o grămadă de materii, teme și meditații, al lor e relaxat și bine instruit …",2
1894,Samsung Galaxy S4 este disponibil în magazinele din România,2
1338,"Un deputat AUR este în comă la terapie intensivă, după ce a făcut infarct...",0
2011,a detronat  şi a devenit  cea mai valoroasă companie auto din lume,2
2127,#Tesla a depășit  și a devenit cea mai valoroasă companie auto din lume,2
2761,a devenit cel mai valoros producator de masini din lume. Actiunile companiei au atins un nou maxim istoric  via,2
1302,"Întrebări și răspunsuri: despre război și pace, texte patristice, rugăciune, familie... …",1
2675,"CEO-ul  anunta colaborarea cu  pentru a inspira creativitatea, invatamantul si inventivitatea in randul…",2
1552,"Of course, chiftelute cu gem :D <|EMAIL|> Restaurant ; Café)",2
434,Aia poate să respecte vârtecușul apei trase de la wc.,0
1508,Am câştigat un Samsung Smart TV,2
350,"Stii care e pb cu fixatiile personale? Te fac să pierzi bani sau sa ratezi oportunități. N-am apucat să văd ce ai scris, e doar reply la treaba cu fixatiile.",0
47,Ce frumos!Dar și cât adevăr! Noapte minunată!,2
3592,"niciodată nu am mâncat ciocolata rom, numai înghețată",1
3063,"<|EMAIL|> are nevoie de investiții!Ca să putem supraviețui în lupta cu operatorii străini care vor să intre în următorii ani în #Romania , va trebui să ne dezvoltam.Să investim în trenurile noastre, în locuri de muncă și î",2
1652,La Pizza cu câștigătorul :) <|EMAIL|> Hut in București),2
550,"Au fost mereu, doar ca nu se mai ascund. :)",2
1731,pe la 6:00 am reuşit. Dar nu rămân lucrurile aşa.,0
2258,"Încă 2000 de mașini care vor sta la coadă. #metrorex #pipera #lunchtime , Romania",0
1047,Sunt mișto culorile dar și fundul ii super 🤗,2
3632,Am putut avea doar patru opţiuni de vor. Am ales minorităţile din România plus ceva neutru. Cu irlandezii românii nu au interacţionat foarte mult...,1
3154,~ 150 de ani de muzică electronică! De la primele instrumente electronice construite între anii 1870 și 1915 pana la cele mai noi stiri din industrie. Afla mai multe pe,1
3060,"Galati / Autoturism furat din Spania descoperit la frontiera Poliţiştii de frontieră din Punctul de Trecere a Frontierei Galați – rutier au descoperit, la controlul de frontieră, un autovehicul marca Opel Astra.",1
3891,Ohoho. Și pt delectare,2
1888,Calea Victoriei inchisa in zona hotelului Continental. Haos!,0
2134,Sper ca tanti care a zgariat masinile in cluj e fericita acum. A ajuns la .,0
1983,O data ma duc si eu la cumparaturi .. si atunci potopul <|EMAIL|> Hipermarket) [pic],0
3688,Cele mai celebre 13 cocktail-baruri din Europa,1
2727,Locul 1 pentru Programul de CSR  la gala #csrawards la categoria educatie!!!! Suntem mandri ca am contribuit!,2
2864,"de la  nu au invatat nici macar un singur lucru, in timpul filmarilor, nu treci prin fata obiectivului camerei de filmat! #fail",0
637,Constituția României ARTICOLUL 4 (1) Statul are ca fundament unitatea poporului român şi solidaritatea cetăţenilor săi.,1
2409,lanseaza Xperia™ Z1 Compact – cel mai performant smartphone compact din categoria premium,1
400,Mie mi-ar fi rusine sa tin cu echipa asta! …,0
1537,Pentru  faceti ceva cu softul! <|EMAIL|> Transilvania),0
3691,Belgia are în conducerea  cel mai în vârstă politician transgender din Europa,1
2037,Shhht! Se filmează :) #farmec #beautycosmetics #store #beautystore  Farmec,2
1059,"Pe bune?Japita era o victima,mititica,ea nu era parte din sistem.",0
484,"Nu trebuie sa fii un geniu, sa ai un IQ ca  sau sa începi cu mulți bani. Vei avea mai mult succes decât cei cu cele menționate mai sus dacă te disciplinezi, ești consecvent și înveți constant din experiențele tale și greșelile altora. Convinge-te singur. 😉",2
945,"Suflet frumos  , iubesc melodiile tale, iubesc felul în care dai viață viori tale 🎻🎼🎤♥️🤗 …",2
1875,Ecranul lui Samsung Galaxy S4 este rezistent la zgârieturi,2
3871,"Activități distractive și educative la Creșa de  - Vară, soare și culoare",2
1076,"Numai  putea sa piarda meciul asta, e incredibil cum i-a bubuit mintea sa faca schimbarile alea.",0
1350,"Compleu dama Bleu imprimeu Free Style Bluza este cu maneca lunga si fermoar, potrivita pentru sezonul toamna-iarna Este prevazuta cu gluga  Pantalonii au buzunare  Materialul este confectionat din bumbac 100% Masura se potriveste pentru S, M, L, XL …",1
3496,Muzica pop – gen muzical de mare popularitate,1
789,Miniştrii de Externe din România şi Ucraina au discutat la Conferinţa de  de la München …,1
3599,de gostat au mâncat boabe expirate ....,1
3268,"""Acest Andr(e)i , căpetenie de haiduci de la începutul secolului XIX, pleacă peste Dunăre într-o expediție de recuperare a unor tinere femei răpite din Oltenia pentru a fi folosite ca sclave sexuale în haremurile unor înalți dregători otomani..""",1
3133,"Dar de “pelerinajele” din aeroporturi cu ordinari care pleaca dupa ce au injurat cum au putut si pe unde au putut te deranjeaza? Faptul ca  ul e inplicat in aceste “voiaje” nu te deranjeaza? Presupun ca nu! Dormiti linistiti,ca ori  ul e de vina,ori !",0
3241,#UCL Fotbal: #UEFA a stabilit programul semifinalelor Ligii Campionilor,1
1288,În Munții Apuseni se găsesc cele mai mari rezerve de aur din Europa …,1
2256,"De evitat  azi, coada e la sensul giratoriu ! #Cluj  e mult mai bine aprovizionat.",0
3451,"Fotbal:  , învingătoare în El Clasico, 2-1 cu",1
1272,Sa îmi bag pula în mâncarea ta și rasa ta,0
3184,Important este ca au votat la unison legea de taiere in . Ramane de vazut cat de bine scrisa e legea aia. Ca daca pica pe rand in instante...,1
682,"Te aștepți la multe pentru că faci multe. Dar trebuie să-ți amintești, nu toată lumea este ca tine.",1
8,"Cine omoara ce in Canada? Dezinformezi! Daca esti antvaccinist, asta nu inseamna ca trebuie ss vorbesti prostii.",0
3801,a început să pregătească viitorul Mars Rover Perserverance care pleacă spre Marte în iulie,1
2590,"Coada mare la cursa spre Nisa  . Gol la  - diferenta, cam 10% la preț si really bad marketing pt .",0
300,"De ce vreti sa faceti razboi cu aia, baaa ?! Cacatzoilor teroristi care sunteti .",0
3555,Fotbal:  # a demisionat din postul de selecţioner al #,1
2680,"iphone-ul meu nu e pe acolo? L-am platit de o luna, banii au plecat imediat, livrarea mai asteapta! Urat!",0
402,Am niste draci pe  acum. Le a fost greu sa scrie programul de la gala pe site?!? Bine ca lasa imnul romaniei pana la 7 si doar arunci scriu gala patinaj…. Imi bag picioarele serios. Nu ma mai uit veci la tvr,0
2203,Cum obţii abonament  Genius gratuit pe un an? Iată o ofertă promoțională  +,2
648,Totul depinde întotdeauna de ochii privitorului.,1
191,"Noapte buna prieteni… La inceput de primavara, Vreau sa-mi fac un obicei, Sa-ti ofer in prag de seara, Un buchet de ghiocei.",2
1771,Tocmai am vazut un  conducand un Opel rosu! So cute!,2
3487,25 ponturi fotbal  pentru biletul zilei,1
549,"Îmi retrag cuvintele despre . Felicitări ! Mi s-a îndeplinit visul,  suntem la 6 puncte de ,  cu o restanță plus meciul direct!",2
1634,Heineken sau moretti. și ciuc e bună smr)),2
830,"Am și eu 3 plante ,anul asta ar trebui sa fac niște ardei",1
1765,Doamnele de la  sunt niste dragute #spiritulfarmec,2
743,Asta scrie si in acest articol din lumea satului. Acu ce sa stiu eu. 🤔🤔🤔,1
